model,layer,name,name_id,shape[0],shape[1]
Llama-2-7b-hf,0,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,0,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,0,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,0,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,0,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,0,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,0,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,1,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,1,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,1,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,1,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,1,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,1,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,1,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,2,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,2,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,2,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,2,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,2,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,2,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,2,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,3,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,3,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,3,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,3,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,3,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,3,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,3,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,4,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,4,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,4,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,4,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,4,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,4,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,4,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,5,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,5,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,5,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,5,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,5,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,5,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,5,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,6,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,6,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,6,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,6,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,6,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,6,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,6,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,7,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,7,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,7,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,7,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,7,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,7,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,7,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,8,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,8,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,8,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,8,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,8,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,8,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,8,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,9,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,9,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,9,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,9,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,9,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,9,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,9,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,10,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,10,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,10,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,10,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,10,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,10,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,10,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,11,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,11,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,11,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,11,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,11,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,11,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,11,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,12,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,12,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,12,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,12,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,12,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,12,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,12,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,13,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,13,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,13,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,13,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,13,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,13,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,13,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,14,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,14,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,14,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,14,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,14,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,14,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,14,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,15,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,15,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,15,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,15,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,15,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,15,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,15,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,16,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,16,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,16,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,16,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,16,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,16,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,16,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,17,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,17,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,17,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,17,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,17,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,17,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,17,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,18,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,18,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,18,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,18,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,18,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,18,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,18,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,19,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,19,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,19,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,19,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,19,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,19,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,19,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,20,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,20,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,20,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,20,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,20,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,20,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,20,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,21,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,21,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,21,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,21,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,21,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,21,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,21,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,22,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,22,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,22,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,22,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,22,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,22,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,22,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,23,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,23,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,23,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,23,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,23,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,23,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,23,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,24,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,24,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,24,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,24,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,24,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,24,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,24,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,25,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,25,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,25,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,25,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,25,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,25,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,25,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,26,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,26,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,26,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,26,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,26,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,26,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,26,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,27,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,27,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,27,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,27,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,27,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,27,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,27,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,28,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,28,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,28,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,28,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,28,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,28,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,28,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,29,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,29,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,29,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,29,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,29,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,29,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,29,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,30,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,30,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,30,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,30,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,30,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,30,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,30,mlp.down_proj,7,4096,11008
Llama-2-7b-hf,31,self_attn.q_proj,1,4096,4096
Llama-2-7b-hf,31,self_attn.k_proj,2,4096,4096
Llama-2-7b-hf,31,self_attn.v_proj,3,4096,4096
Llama-2-7b-hf,31,self_attn.o_proj,4,4096,4096
Llama-2-7b-hf,31,mlp.gate_proj,5,11008,4096
Llama-2-7b-hf,31,mlp.up_proj,6,11008,4096
Llama-2-7b-hf,31,mlp.down_proj,7,4096,11008
Mistral-7B-v0.1,0,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,0,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,0,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,0,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,0,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,0,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,0,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,1,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,1,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,1,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,1,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,1,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,1,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,1,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,2,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,2,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,2,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,2,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,2,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,2,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,2,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,3,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,3,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,3,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,3,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,3,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,3,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,3,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,4,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,4,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,4,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,4,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,4,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,4,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,4,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,5,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,5,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,5,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,5,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,5,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,5,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,5,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,6,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,6,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,6,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,6,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,6,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,6,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,6,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,7,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,7,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,7,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,7,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,7,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,7,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,7,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,8,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,8,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,8,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,8,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,8,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,8,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,8,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,9,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,9,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,9,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,9,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,9,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,9,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,9,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,10,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,10,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,10,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,10,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,10,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,10,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,10,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,11,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,11,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,11,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,11,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,11,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,11,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,11,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,12,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,12,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,12,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,12,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,12,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,12,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,12,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,13,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,13,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,13,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,13,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,13,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,13,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,13,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,14,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,14,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,14,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,14,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,14,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,14,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,14,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,15,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,15,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,15,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,15,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,15,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,15,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,15,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,16,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,16,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,16,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,16,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,16,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,16,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,16,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,17,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,17,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,17,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,17,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,17,mlp.gate_proj,5,14336,4096
