model,layer,name,name_id,shape[0],shape[1]
Mistral-7B-v0.1,17,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,17,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,18,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,18,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,18,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,18,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,18,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,18,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,18,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,19,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,19,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,19,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,19,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,19,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,19,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,19,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,20,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,20,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,20,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,20,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,20,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,20,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,20,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,21,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,21,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,21,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,21,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,21,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,21,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,21,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,22,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,22,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,22,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,22,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,22,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,22,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,22,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,23,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,23,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,23,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,23,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,23,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,23,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,23,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,24,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,24,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,24,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,24,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,24,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,24,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,24,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,25,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,25,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,25,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,25,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,25,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,25,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,25,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,26,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,26,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,26,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,26,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,26,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,26,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,26,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,27,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,27,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,27,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,27,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,27,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,27,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,27,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,28,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,28,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,28,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,28,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,28,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,28,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,28,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,29,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,29,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,29,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,29,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,29,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,29,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,29,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,30,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,30,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,30,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,30,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,30,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,30,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,30,mlp.down_proj,7,4096,14336
Mistral-7B-v0.1,31,self_attn.q_proj,1,4096,4096
Mistral-7B-v0.1,31,self_attn.k_proj,2,1024,4096
Mistral-7B-v0.1,31,self_attn.v_proj,3,1024,4096
Mistral-7B-v0.1,31,self_attn.o_proj,4,4096,4096
Mistral-7B-v0.1,31,mlp.gate_proj,5,14336,4096
Mistral-7B-v0.1,31,mlp.up_proj,6,14336,4096
Mistral-7B-v0.1,31,mlp.down_proj,7,4096,14336
phi-2,0,self_attn.q_proj,1,2560,2560
phi-2,0,self_attn.k_proj,2,2560,2560
phi-2,0,self_attn.v_proj,3,2560,2560
phi-2,0,self_attn.dense,4,2560,2560
phi-2,0,mlp.fc1,5,10240,2560
phi-2,0,mlp.fc2,6,2560,10240
phi-2,1,self_attn.q_proj,1,2560,2560
phi-2,1,self_attn.k_proj,2,2560,2560
phi-2,1,self_attn.v_proj,3,2560,2560
phi-2,1,self_attn.dense,4,2560,2560
phi-2,1,mlp.fc1,5,10240,2560
phi-2,1,mlp.fc2,6,2560,10240
phi-2,2,self_attn.q_proj,1,2560,2560
phi-2,2,self_attn.k_proj,2,2560,2560
phi-2,2,self_attn.v_proj,3,2560,2560
phi-2,2,self_attn.dense,4,2560,2560
phi-2,2,mlp.fc1,5,10240,2560
phi-2,2,mlp.fc2,6,2560,10240
phi-2,3,self_attn.q_proj,1,2560,2560
phi-2,3,self_attn.k_proj,2,2560,2560
phi-2,3,self_attn.v_proj,3,2560,2560
phi-2,3,self_attn.dense,4,2560,2560
phi-2,3,mlp.fc1,5,10240,2560
phi-2,3,mlp.fc2,6,2560,10240
phi-2,4,self_attn.q_proj,1,2560,2560
phi-2,4,self_attn.k_proj,2,2560,2560
phi-2,4,self_attn.v_proj,3,2560,2560
phi-2,4,self_attn.dense,4,2560,2560
phi-2,4,mlp.fc1,5,10240,2560
phi-2,4,mlp.fc2,6,2560,10240
phi-2,5,self_attn.q_proj,1,2560,2560
phi-2,5,self_attn.k_proj,2,2560,2560
phi-2,5,self_attn.v_proj,3,2560,2560
phi-2,5,self_attn.dense,4,2560,2560
phi-2,5,mlp.fc1,5,10240,2560
phi-2,5,mlp.fc2,6,2560,10240
phi-2,6,self_attn.q_proj,1,2560,2560
phi-2,6,self_attn.k_proj,2,2560,2560
phi-2,6,self_attn.v_proj,3,2560,2560
phi-2,6,self_attn.dense,4,2560,2560
phi-2,6,mlp.fc1,5,10240,2560
phi-2,6,mlp.fc2,6,2560,10240
phi-2,7,self_attn.q_proj,1,2560,2560
phi-2,7,self_attn.k_proj,2,2560,2560
phi-2,7,self_attn.v_proj,3,2560,2560
phi-2,7,self_attn.dense,4,2560,2560
phi-2,7,mlp.fc1,5,10240,2560
phi-2,7,mlp.fc2,6,2560,10240
phi-2,8,self_attn.q_proj,1,2560,2560
phi-2,8,self_attn.k_proj,2,2560,2560
phi-2,8,self_attn.v_proj,3,2560,2560
phi-2,8,self_attn.dense,4,2560,2560
phi-2,8,mlp.fc1,5,10240,2560
phi-2,8,mlp.fc2,6,2560,10240
phi-2,9,self_attn.q_proj,1,2560,2560
phi-2,9,self_attn.k_proj,2,2560,2560
phi-2,9,self_attn.v_proj,3,2560,2560
phi-2,9,self_attn.dense,4,2560,2560
phi-2,9,mlp.fc1,5,10240,2560
phi-2,9,mlp.fc2,6,2560,10240
phi-2,10,self_attn.q_proj,1,2560,2560
phi-2,10,self_attn.k_proj,2,2560,2560
phi-2,10,self_attn.v_proj,3,2560,2560
phi-2,10,self_attn.dense,4,2560,2560
phi-2,10,mlp.fc1,5,10240,2560
phi-2,10,mlp.fc2,6,2560,10240
phi-2,11,self_attn.q_proj,1,2560,2560
phi-2,11,self_attn.k_proj,2,2560,2560
phi-2,11,self_attn.v_proj,3,2560,2560
phi-2,11,self_attn.dense,4,2560,2560
phi-2,11,mlp.fc1,5,10240,2560
phi-2,11,mlp.fc2,6,2560,10240
phi-2,12,self_attn.q_proj,1,2560,2560
phi-2,12,self_attn.k_proj,2,2560,2560
phi-2,12,self_attn.v_proj,3,2560,2560
phi-2,12,self_attn.dense,4,2560,2560
phi-2,12,mlp.fc1,5,10240,2560
phi-2,12,mlp.fc2,6,2560,10240
phi-2,13,self_attn.q_proj,1,2560,2560
phi-2,13,self_attn.k_proj,2,2560,2560
phi-2,13,self_attn.v_proj,3,2560,2560
phi-2,13,self_attn.dense,4,2560,2560
phi-2,13,mlp.fc1,5,10240,2560
phi-2,13,mlp.fc2,6,2560,10240
phi-2,14,self_attn.q_proj,1,2560,2560
phi-2,14,self_attn.k_proj,2,2560,2560
phi-2,14,self_attn.v_proj,3,2560,2560
phi-2,14,self_attn.dense,4,2560,2560
phi-2,14,mlp.fc1,5,10240,2560
phi-2,14,mlp.fc2,6,2560,10240
phi-2,15,self_attn.q_proj,1,2560,2560
phi-2,15,self_attn.k_proj,2,2560,2560
phi-2,15,self_attn.v_proj,3,2560,2560
phi-2,15,self_attn.dense,4,2560,2560
phi-2,15,mlp.fc1,5,10240,2560
phi-2,15,mlp.fc2,6,2560,10240
phi-2,16,self_attn.q_proj,1,2560,2560
phi-2,16,self_attn.k_proj,2,2560,2560
phi-2,16,self_attn.v_proj,3,2560,2560
phi-2,16,self_attn.dense,4,2560,2560
phi-2,16,mlp.fc1,5,10240,2560
phi-2,16,mlp.fc2,6,2560,10240
phi-2,17,self_attn.q_proj,1,2560,2560
phi-2,17,self_attn.k_proj,2,2560,2560
phi-2,17,self_attn.v_proj,3,2560,2560
phi-2,17,self_attn.dense,4,2560,2560
phi-2,17,mlp.fc1,5,10240,2560
phi-2,17,mlp.fc2,6,2560,10240
phi-2,18,self_attn.q_proj,1,2560,2560
phi-2,18,self_attn.k_proj,2,2560,2560
phi-2,18,self_attn.v_proj,3,2560,2560
phi-2,18,self_attn.dense,4,2560,2560
phi-2,18,mlp.fc1,5,10240,2560
phi-2,18,mlp.fc2,6,2560,10240
phi-2,19,self_attn.q_proj,1,2560,2560
phi-2,19,self_attn.k_proj,2,2560,2560
phi-2,19,self_attn.v_proj,3,2560,2560
phi-2,19,self_attn.dense,4,2560,2560
phi-2,19,mlp.fc1,5,10240,2560
phi-2,19,mlp.fc2,6,2560,10240
phi-2,20,self_attn.q_proj,1,2560,2560
phi-2,20,self_attn.k_proj,2,2560,2560
phi-2,20,self_attn.v_proj,3,2560,2560
phi-2,20,self_attn.dense,4,2560,2560
phi-2,20,mlp.fc1,5,10240,2560
phi-2,20,mlp.fc2,6,2560,10240
phi-2,21,self_attn.q_proj,1,2560,2560
phi-2,21,self_attn.k_proj,2,2560,2560
phi-2,21,self_attn.v_proj,3,2560,2560
phi-2,21,self_attn.dense,4,2560,2560
phi-2,21,mlp.fc1,5,10240,2560
phi-2,21,mlp.fc2,6,2560,10240
phi-2,22,self_attn.q_proj,1,2560,2560
phi-2,22,self_attn.k_proj,2,2560,2560
phi-2,22,self_attn.v_proj,3,2560,2560
phi-2,22,self_attn.dense,4,2560,2560
phi-2,22,mlp.fc1,5,10240,2560
phi-2,22,mlp.fc2,6,2560,10240
phi-2,23,self_attn.q_proj,1,2560,2560
phi-2,23,self_attn.k_proj,2,2560,2560
phi-2,23,self_attn.v_proj,3,2560,2560
phi-2,23,self_attn.dense,4,2560,2560
phi-2,23,mlp.fc1,5,10240,2560
phi-2,23,mlp.fc2,6,2560,10240
phi-2,24,self_attn.q_proj,1,2560,2560
phi-2,24,self_attn.k_proj,2,2560,2560
phi-2,24,self_attn.v_proj,3,2560,2560
phi-2,24,self_attn.dense,4,2560,2560
phi-2,24,mlp.fc1,5,10240,2560
phi-2,24,mlp.fc2,6,2560,10240
phi-2,25,self_attn.q_proj,1,2560,2560
phi-2,25,self_attn.k_proj,2,2560,2560
phi-2,25,self_attn.v_proj,3,2560,2560
phi-2,25,self_attn.dense,4,2560,2560
phi-2,25,mlp.fc1,5,10240,2560
phi-2,25,mlp.fc2,6,2560,10240
phi-2,26,self_attn.q_proj,1,2560,2560
phi-2,26,self_attn.k_proj,2,2560,2560
phi-2,26,self_attn.v_proj,3,2560,2560
phi-2,26,self_attn.dense,4,2560,2560
phi-2,26,mlp.fc1,5,10240,2560
phi-2,26,mlp.fc2,6,2560,10240
phi-2,27,self_attn.q_proj,1,2560,2560
phi-2,27,self_attn.k_proj,2,2560,2560
phi-2,27,self_attn.v_proj,3,2560,2560
phi-2,27,self_attn.dense,4,2560,2560
phi-2,27,mlp.fc1,5,10240,2560
phi-2,27,mlp.fc2,6,2560,10240
phi-2,28,self_attn.q_proj,1,2560,2560
phi-2,28,self_attn.k_proj,2,2560,2560
phi-2,28,self_attn.v_proj,3,2560,2560
phi-2,28,self_attn.dense,4,2560,2560
phi-2,28,mlp.fc1,5,10240,2560
phi-2,28,mlp.fc2,6,2560,10240
phi-2,29,self_attn.q_proj,1,2560,2560
phi-2,29,self_attn.k_proj,2,2560,2560
phi-2,29,self_attn.v_proj,3,2560,2560
phi-2,29,self_attn.dense,4,2560,2560
phi-2,29,mlp.fc1,5,10240,2560
phi-2,29,mlp.fc2,6,2560,10240
phi-2,30,self_attn.q_proj,1,2560,2560
phi-2,30,self_attn.k_proj,2,2560,2560
phi-2,30,self_attn.v_proj,3,2560,2560
phi-2,30,self_attn.dense,4,2560,2560
phi-2,30,mlp.fc1,5,10240,2560
phi-2,30,mlp.fc2,6,2560,10240
phi-2,31,self_attn.q_proj,1,2560,2560
phi-2,31,self_attn.k_proj,2,2560,2560
phi-2,31,self_attn.v_proj,3,2560,2560
phi-2,31,self_attn.dense,4,2560,2560
phi-2,31,mlp.fc1,5,10240,2560
phi-2,31,mlp.fc2,6,2560,10240
Qwen-7B,0,attn.c_attn,1,12288,4096
Qwen-7B,0,attn.c_proj,2,4096,4096
Qwen-7B,0,mlp.w1,3,11008,4096
Qwen-7B,0,mlp.w2,4,11008,4096
Qwen-7B,0,mlp.c_proj,5,4096,11008
Qwen-7B,1,attn.c_attn,1,12288,4096
Qwen-7B,1,attn.c_proj,2,4096,4096
Qwen-7B,1,mlp.w1,3,11008,4096
Qwen-7B,1,mlp.w2,4,11008,4096
Qwen-7B,1,mlp.c_proj,5,4096,11008
Qwen-7B,2,attn.c_attn,1,12288,4096
Qwen-7B,2,attn.c_proj,2,4096,4096
Qwen-7B,2,mlp.w1,3,11008,4096
Qwen-7B,2,mlp.w2,4,11008,4096
Qwen-7B,2,mlp.c_proj,5,4096,11008
Qwen-7B,3,attn.c_attn,1,12288,4096
Qwen-7B,3,attn.c_proj,2,4096,4096
Qwen-7B,3,mlp.w1,3,11008,4096
Qwen-7B,3,mlp.w2,4,11008,4096
Qwen-7B,3,mlp.c_proj,5,4096,11008
Qwen-7B,4,attn.c_attn,1,12288,4096
Qwen-7B,4,attn.c_proj,2,4096,4096
Qwen-7B,4,mlp.w1,3,11008,4096
Qwen-7B,4,mlp.w2,4,11008,4096
Qwen-7B,4,mlp.c_proj,5,4096,11008
Qwen-7B,5,attn.c_attn,1,12288,4096
Qwen-7B,5,attn.c_proj,2,4096,4096
Qwen-7B,5,mlp.w1,3,11008,4096
Qwen-7B,5,mlp.w2,4,11008,4096
Qwen-7B,5,mlp.c_proj,5,4096,11008
Qwen-7B,6,attn.c_attn,1,12288,4096
Qwen-7B,6,attn.c_proj,2,4096,4096
Qwen-7B,6,mlp.w1,3,11008,4096
Qwen-7B,6,mlp.w2,4,11008,4096
Qwen-7B,6,mlp.c_proj,5,4096,11008
Qwen-7B,7,attn.c_attn,1,12288,4096
Qwen-7B,7,attn.c_proj,2,4096,4096
Qwen-7B,7,mlp.w1,3,11008,4096
Qwen-7B,7,mlp.w2,4,11008,4096
Qwen-7B,7,mlp.c_proj,5,4096,11008
Qwen-7B,8,attn.c_attn,1,12288,4096
Qwen-7B,8,attn.c_proj,2,4096,4096
Qwen-7B,8,mlp.w1,3,11008,4096
Qwen-7B,8,mlp.w2,4,11008,4096
Qwen-7B,8,mlp.c_proj,5,4096,11008
Qwen-7B,9,attn.c_attn,1,12288,4096
Qwen-7B,9,attn.c_proj,2,4096,4096
Qwen-7B,9,mlp.w1,3,11008,4096
Qwen-7B,9,mlp.w2,4,11008,4096
Qwen-7B,9,mlp.c_proj,5,4096,11008
Qwen-7B,10,attn.c_attn,1,12288,4096
Qwen-7B,10,attn.c_proj,2,4096,4096
Qwen-7B,10,mlp.w1,3,11008,4096
Qwen-7B,10,mlp.w2,4,11008,4096
Qwen-7B,10,mlp.c_proj,5,4096,11008
Qwen-7B,11,attn.c_attn,1,12288,4096
Qwen-7B,11,attn.c_proj,2,4096,4096
Qwen-7B,11,mlp.w1,3,11008,4096
Qwen-7B,11,mlp.w2,4,11008,4096
Qwen-7B,11,mlp.c_proj,5,4096,11008
Qwen-7B,12,attn.c_attn,1,12288,4096
Qwen-7B,12,attn.c_proj,2,4096,4096
Qwen-7B,12,mlp.w1,3,11008,4096
Qwen-7B,12,mlp.w2,4,11008,4096
Qwen-7B,12,mlp.c_proj,5,4096,11008
Qwen-7B,13,attn.c_attn,1,12288,4096
Qwen-7B,13,attn.c_proj,2,4096,4096
Qwen-7B,13,mlp.w1,3,11008,4096
Qwen-7B,13,mlp.w2,4,11008,4096
Qwen-7B,13,mlp.c_proj,5,4096,11008
Qwen-7B,14,attn.c_attn,1,12288,4096
Qwen-7B,14,attn.c_proj,2,4096,4096
Qwen-7B,14,mlp.w1,3,11008,4096
Qwen-7B,14,mlp.w2,4,11008,4096
Qwen-7B,14,mlp.c_proj,5,4096,11008
Qwen-7B,15,attn.c_attn,1,12288,4096
Qwen-7B,15,attn.c_proj,2,4096,4096
Qwen-7B,15,mlp.w1,3,11008,4096
Qwen-7B,15,mlp.w2,4,11008,4096
Qwen-7B,15,mlp.c_proj,5,4096,11008
Qwen-7B,16,attn.c_attn,1,12288,4096
Qwen-7B,16,attn.c_proj,2,4096,4096
Qwen-7B,16,mlp.w1,3,11008,4096
Qwen-7B,16,mlp.w2,4,11008,4096
Qwen-7B,16,mlp.c_proj,5,4096,11008
Qwen-7B,17,attn.c_attn,1,12288,4096
Qwen-7B,17,attn.c_proj,2,4096,4096
Qwen-7B,17,mlp.w1,3,11008,4096
Qwen-7B,17,mlp.w2,4,11008,4096
Qwen-7B,17,mlp.c_proj,5,4096,11008
Qwen-7B,18,attn.c_attn,1,12288,4096
Qwen-7B,18,attn.c_proj,2,4096,4096
Qwen-7B,18,mlp.w1,3,11008,4096
Qwen-7B,18,mlp.w2,4,11008,4096
Qwen-7B,18,mlp.c_proj,5,4096,11008
Qwen-7B,19,attn.c_attn,1,12288,4096
Qwen-7B,19,attn.c_proj,2,4096,4096
Qwen-7B,19,mlp.w1,3,11008,4096
Qwen-7B,19,mlp.w2,4,11008,4096
Qwen-7B,19,mlp.c_proj,5,4096,11008
Qwen-7B,20,attn.c_attn,1,12288,4096
Qwen-7B,20,attn.c_proj,2,4096,4096
Qwen-7B,20,mlp.w1,3,11008,4096
Qwen-7B,20,mlp.w2,4,11008,4096
Qwen-7B,20,mlp.c_proj,5,4096,11008
Qwen-7B,21,attn.c_attn,1,12288,4096
Qwen-7B,21,attn.c_proj,2,4096,4096
Qwen-7B,21,mlp.w1,3,11008,4096
Qwen-7B,21,mlp.w2,4,11008,4096
Qwen-7B,21,mlp.c_proj,5,4096,11008
Qwen-7B,22,attn.c_attn,1,12288,4096
Qwen-7B,22,attn.c_proj,2,4096,4096
Qwen-7B,22,mlp.w1,3,11008,4096
Qwen-7B,22,mlp.w2,4,11008,4096
Qwen-7B,22,mlp.c_proj,5,4096,11008
Qwen-7B,23,attn.c_attn,1,12288,4096
Qwen-7B,23,attn.c_proj,2,4096,4096
Qwen-7B,23,mlp.w1,3,11008,4096
Qwen-7B,23,mlp.w2,4,11008,4096
Qwen-7B,23,mlp.c_proj,5,4096,11008
Qwen-7B,24,attn.c_attn,1,12288,4096
Qwen-7B,24,attn.c_proj,2,4096,4096
Qwen-7B,24,mlp.w1,3,11008,4096
Qwen-7B,24,mlp.w2,4,11008,4096
Qwen-7B,24,mlp.c_proj,5,4096,11008
Qwen-7B,25,attn.c_attn,1,12288,4096
Qwen-7B,25,attn.c_proj,2,4096,4096
Qwen-7B,25,mlp.w1,3,11008,4096
Qwen-7B,25,mlp.w2,4,11008,4096
Qwen-7B,25,mlp.c_proj,5,4096,11008
Qwen-7B,26,attn.c_attn,1,12288,4096
Qwen-7B,26,attn.c_proj,2,4096,4096
